filename,image_path,label,class_idx,md5,title,motif_source,technique,layout_pattern,composition,color_style,weavability_note,cultural_context,prompt
flora/F-011-flora_168.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-011-flora_168.jpg,flora,0,0c0e0cfef9930539301a21064c5f6da3,Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian,bunga kamboja sebagai simbol kesucian,stilasi,pola tunggal,kontras bentuk dan warna; kontras bentuk dan warna; kesatuan ornamen,warna cerah khas kain upacara Bali,layak diterapkan pada proses ikat tenun Endek,memadukan unsur lama dan unsur baru secara kreatif,"Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga kamboja sebagai simbol kesucian. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola tunggal, dengan kontras bentuk dan warna, kontras bentuk dan warna, dan kesatuan ornamen. Pewarnaan memakai warna cerah khas kain upacara Bali. Desain harus layak diterapkan pada proses ikat tenun Endek, tetap mempertahankan tekstur tenun ikat tradisional, dan memadukan unsur lama dan unsur baru secara kreatif."
flora/F-012-flora_165.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-012-flora_165.jpg,flora,0,01730d89862b4654fd9c1f8ff1a047b6,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,deformasi,pola ulang himpunan,irama repetitif; kesatuan ornamen; kesatuan ornamen,warna hijau dan kuning yang harmonis,struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,memadukan unsur lama dan unsur baru secara kreatif,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola ulang himpunan, dengan irama repetitif, kesatuan ornamen, dan kesatuan ornamen. Pewarnaan memakai warna hijau dan kuning yang harmonis. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan memadukan unsur lama dan unsur baru secara kreatif."
flora/F-013-flora_123.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-013-flora_123.jpg,flora,0,7e638bb4f664a2c0d7fed94cc9dda79c,Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan,bunga teratai sebagai simbol keindahan dan keseimbangan,stilasi,pola ulang himpunan,kesatuan ornamen; proporsi seimbang; kesatuan ornamen,warna cerah khas kain upacara Bali,struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,menjaga kesakralan dan kepantasan motif,"Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga teratai sebagai simbol keindahan dan keseimbangan. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola ulang himpunan, dengan kesatuan ornamen, proporsi seimbang, dan kesatuan ornamen. Pewarnaan memakai warna cerah khas kain upacara Bali. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan menjaga kesakralan dan kepantasan motif."
flora/F-014flora_130.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-014flora_130.jpg,flora,0,383cdc706c6dcdfafec8b8e66b2b79eb,Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan,bunga teratai sebagai simbol keindahan dan keseimbangan,distorsi,pola tunggal,keseimbangan visual; keseimbangan visual; kesatuan ornamen,warna hijau dan kuning yang harmonis,struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,memadukan unsur lama dan unsur baru secara kreatif,"Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga teratai sebagai simbol keindahan dan keseimbangan. Motif dibuat menggunakan teknik distorsi, yaitu perubahan bentuk dengan penekanan atau pelebaran proporsi untuk menghasilkan karakter visual yang lebih ekspresif. Tata letak menggunakan pola tunggal, dengan keseimbangan visual, keseimbangan visual, dan kesatuan ornamen. Pewarnaan memakai warna hijau dan kuning yang harmonis. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan memadukan unsur lama dan unsur baru secara kreatif."
flora/F-015-flora_133.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-015-flora_133.jpg,flora,0,48f475bd49acedfdd858d2ebd169a9ca,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,deformasi,pola ulang menyeluruh,kontras bentuk dan warna; kesatuan ornamen; kesatuan ornamen,warna hijau dan kuning yang harmonis,struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,memadukan unsur lama dan unsur baru secara kreatif,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola ulang menyeluruh, dengan kontras bentuk dan warna, kesatuan ornamen, dan kesatuan ornamen. Pewarnaan memakai warna hijau dan kuning yang harmonis. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan memadukan unsur lama dan unsur baru secara kreatif."
flora/F-016-flora_117.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-016-flora_117.jpg,flora,0,1cab9b8f2844577f586a5467998d81cf,Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan,bunga teratai sebagai simbol keindahan dan keseimbangan,deformasi,pola ulang himpunan,keseimbangan visual; proporsi seimbang; kesatuan ornamen,warna merah dan emas yang kontras,motif tetap terbaca pada skala benang,digunakan dalam konteks budaya Bali,"Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga teratai sebagai simbol keindahan dan keseimbangan. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola ulang himpunan, dengan keseimbangan visual, proporsi seimbang, dan kesatuan ornamen. Pewarnaan memakai warna merah dan emas yang kontras. Desain harus motif tetap terbaca pada skala benang, tetap mempertahankan tekstur tenun ikat tradisional, dan digunakan dalam konteks budaya Bali."
flora/F-017-flora_143.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-017-flora_143.jpg,flora,0,3fcde3b44ffbedb8ea2b6a8ad972406f,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,deformasi,pola ulang menyeluruh,keseimbangan visual; kontras bentuk dan warna; kesatuan ornamen,warna cerah khas kain upacara Bali,struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,memadukan unsur lama dan unsur baru secara kreatif,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola ulang menyeluruh, dengan keseimbangan visual, kontras bentuk dan warna, dan kesatuan ornamen. Pewarnaan memakai warna cerah khas kain upacara Bali. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan memadukan unsur lama dan unsur baru secara kreatif."
flora/F-018-flora_122.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-018-flora_122.jpg,flora,0,98767f4bc5db2c239776c2cbbe3f58a4,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,stilasi,pola ulang himpunan,klimaks visual yang jelas; proporsi seimbang; kesatuan ornamen,warna merah dan emas yang kontras,layak diterapkan pada proses ikat tenun Endek,digunakan dalam konteks budaya Bali,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola ulang himpunan, dengan klimaks visual yang jelas, proporsi seimbang, dan kesatuan ornamen. Pewarnaan memakai warna merah dan emas yang kontras. Desain harus layak diterapkan pada proses ikat tenun Endek, tetap mempertahankan tekstur tenun ikat tradisional, dan digunakan dalam konteks budaya Bali."
flora/F-019-flora_134.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-019-flora_134.jpg,flora,0,3a7db0db86835c159a261c37c4acaf48,Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian,bunga kamboja sebagai simbol kesucian,deformasi,pola acak terkontrol,kontras bentuk dan warna; klimaks visual yang jelas; kesatuan ornamen,warna cerah khas kain upacara Bali,motif tetap terbaca pada skala benang,memadukan unsur lama dan unsur baru secara kreatif,"Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga kamboja sebagai simbol kesucian. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola acak terkontrol, dengan kontras bentuk dan warna, klimaks visual yang jelas, dan kesatuan ornamen. Pewarnaan memakai warna cerah khas kain upacara Bali. Desain harus motif tetap terbaca pada skala benang, tetap mempertahankan tekstur tenun ikat tradisional, dan memadukan unsur lama dan unsur baru secara kreatif."
flora/F-020-flora_148.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-020-flora_148.jpg,flora,0,14637825d1967c4aac6564755fdee8a0,Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali,daun dan sulur tanaman tropis Bali,stilasi,pola acak terkontrol,proporsi seimbang; kesatuan ornamen; kesatuan ornamen,warna hijau dan kuning yang harmonis,struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,digunakan dalam konteks budaya Bali,"Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali. Desain kain Endek Bali bertema flora yang terinspirasi dari daun dan sulur tanaman tropis Bali. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola acak terkontrol, dengan proporsi seimbang, kesatuan ornamen, dan kesatuan ornamen. Pewarnaan memakai warna hijau dan kuning yang harmonis. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan digunakan dalam konteks budaya Bali."
flora/F-021-flora_154.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-021-flora_154.jpg,flora,0,dce7b22b098f30edf0c598534109b9e3,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,deformasi,pola ulang menyeluruh,proporsi seimbang; kontras bentuk dan warna; kesatuan ornamen,warna merah dan emas yang kontras,layak diterapkan pada proses ikat tenun Endek,"mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali","Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola ulang menyeluruh, dengan proporsi seimbang, kontras bentuk dan warna, dan kesatuan ornamen. Pewarnaan memakai warna merah dan emas yang kontras. Desain harus layak diterapkan pada proses ikat tenun Endek, tetap mempertahankan tekstur tenun ikat tradisional, dan mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali."
flora/F-022-flora_155.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-022-flora_155.jpg,flora,0,4ca5b2688dae473ca202fbdf6bc4629d,Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan,bunga teratai sebagai simbol keindahan dan keseimbangan,stilasi,pola ulang himpunan,irama repetitif; klimaks visual yang jelas; kesatuan ornamen,"warna coklat, krem, dan emas bernuansa tradisional",mempertahankan karakter tekstur tenun ikat tradisional,"mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali","Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga teratai sebagai simbol keindahan dan keseimbangan. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola ulang himpunan, dengan irama repetitif, klimaks visual yang jelas, dan kesatuan ornamen. Pewarnaan memakai warna coklat, krem, dan emas bernuansa tradisional. Desain harus mempertahankan karakter tekstur tenun ikat tradisional, tetap mempertahankan tekstur tenun ikat tradisional, dan mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali."
flora/F-023-flora_131.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-023-flora_131.jpg,flora,0,8e565e64e3b2ebac4622698eabe62b49,Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian,bunga kamboja sebagai simbol kesucian,deformasi,pola ulang menyeluruh,kesatuan ornamen; klimaks visual yang jelas; kesatuan ornamen,warna cerah khas kain upacara Bali,struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,"mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali","Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga kamboja sebagai simbol kesucian. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola ulang menyeluruh, dengan kesatuan ornamen, klimaks visual yang jelas, dan kesatuan ornamen. Pewarnaan memakai warna cerah khas kain upacara Bali. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali."
